STRANGE
trial	       x	       y	       z	class
00226	 6.04548	 2.62291	-5.83099	DOWN
00227	 2.11221	 7.55384	 5.67130	DOWN
00228	 0.76788	-0.04432	 4.17006	DOWN
00229	-3.63168	-2.54443	-3.73254	CHARM
00230	 8.11057	-2.16613	-3.11622	CHARM
00231	-1.29159	-2.13921	-9.17886	UP
00232	 2.05265	 6.40031	 6.81063	DOWN
00233	-3.43211	-10.01874	12.21582	STRANGE
00234	-5.06863	 1.60457	-5.07571	DOWN
00235	 3.66500	 6.51971	-7.55454	CHARM
00236	 8.81883	-1.64683	-6.19065	UP
00237	 5.89198	 6.12074	 5.72454	CHARM
00238	-3.35738	-9.93002	12.22682	STRANGE
00239	-1.80522	 3.27814	 1.08118	DOWN
00240	 2.52649	 3.24053	 5.95564	CHARM
00241	 5.75494	11.30871	 2.16466	DOWN
00242	-1.44178	 1.76634	-2.11229	DOWN
00243	-3.88918	-10.16253	13.13200	STRANGE
00244	 1.72628	 7.36839	 2.37694	UP
00245	 2.75788	 5.59551	 1.75454	DOWN
00246	 4.20759	-0.04425	 0.62455	CHARM
00247	 3.54964	 7.18596	 1.98120	UP
00248	 1.15693	 3.49351	 3.12357	CHARM
00249	-2.52784	 7.89439	-3.91031	DOWN
00250	-2.00704	-4.13181	-1.34983	CHARM
00251	-9.45353	11.14800	 1.58869	DOWN
00252	 2.72834	-5.42572	10.13585	CHARM
00253	-3.81407	-10.22810	13.68058	STRANGE
00254	-1.75029	-0.45672	-3.93973	CHARM
00255	-6.19076	 0.19737	 1.68934	DOWN
00256	-3.90307	-10.32563	13.70781	STRANGE
00257	-4.07905	 4.52985	-1.28497	CHARM
00258	 2.61442	-3.05772	 4.66259	UP
00259	-4.23910	-10.21535	13.64641	STRANGE
00260	-4.18232	-10.35892	13.81215	STRANGE
00261	-5.52889	 2.02126	 1.86696	UP
00262	-1.16542	 1.07095	-3.15297	CHARM
00263	-4.01615	-10.68754	13.57815	STRANGE
00264	-3.07776	-9.74150	-0.20074	CHARM
00265	-7.04688	-1.60436	-3.39503	UP
00266	 4.62080	 4.85015	-4.52621	DOWN
00267	 0.82782	 2.93079	 3.45302	DOWN
00268	-8.63631	 1.01376	-0.88379	UP
00269	-1.23020	-0.36061	 7.75367	CHARM
00270	 0.03212	-5.73659	-3.42440	UP
00271	-0.27686	 3.40315	-6.16690	UP
00272	-3.94675	 3.62847	 0.56910	DOWN
00273	 0.05100	12.61014	 5.01787	UP
00274	 2.08704	 0.92595	-3.45458	CHARM
00275	 6.95860	-2.81261	-3.18495	CHARM
00276	-4.49178	-10.55714	13.69682	STRANGE
00277	 5.10543	-2.67988	 2.12018	CHARM
00278	-5.00988	-4.48185	 3.84475	DOWN
00279	-4.86419	-10.62084	13.98730	STRANGE
00280	-1.63251	 3.03467	 2.52367	CHARM
00281	-5.05650	-10.68786	13.77509	STRANGE
00282	-5.60226	-10.65699	13.95497	STRANGE
00283	 8.58907	 2.90174	-3.30708	UP
00284	-9.01521	-1.77270	 6.44807	DOWN
00285	-5.81589	-10.70932	14.57015	STRANGE
00286	-7.53393	-0.18883	 6.43003	DOWN
00287	-5.29120	-10.75547	14.70305	STRANGE
00288	-6.35882	 6.03753	-0.18002	UP
00289	-5.55979	-10.80836	14.88803	STRANGE
00290	-8.33070	 3.02306	 0.38851	DOWN
00291	 1.61052	-6.30485	-6.96365	DOWN
00292	 2.07606	 5.32522	-7.93244	DOWN
00293	 3.70389	-3.58538	 2.19380	CHARM
00294	-2.06845	-7.27019	 6.77331	CHARM
00295	-5.61720	-10.17404	14.84360	STRANGE
00296	 4.86343	 1.70732	 5.40287	UP
00297	-4.21023	 1.19595	-2.02989	UP
00298	-6.23367	 9.11259	10.68246	UP
00299	 3.27185	-6.05356	 9.52943	CHARM
00300	-0.13594	 0.26454	 0.63768	UP
00301	 1.98295	-1.18817	-5.34632	CHARM
00302	-5.53149	-10.21882	15.01506	STRANGE
00303	-5.20672	-10.46456	14.91049	STRANGE
00304	 4.11440	-9.52414	-0.12280	DOWN
00305	-5.31574	11.22067	 2.69938	UP
00306	 5.84122	-4.29460	 4.37641	DOWN
00307	-12.94227	 3.37906	-5.71870	DOWN
00308	-4.10089	-3.53588	 7.12450	UP
00309	-2.26884	 5.43857	-6.70621	DOWN
00310	 5.28529	 0.22526	-6.25697	DOWN
00311	-5.21153	-10.58657	15.09668	STRANGE
00312	-5.37258	-10.46411	15.43711	STRANGE
00313	 6.05532	-7.52134	-4.48391	DOWN
00314	 4.03090	-5.60223	 4.67359	DOWN
00315	 2.06504	-8.97292	-1.15081	CHARM
00316	-5.23612	-9.86289	15.35933	STRANGE
00317	-5.32423	-10.11964	15.19785	STRANGE
00318	-5.79946	-9.90579	 6.96220	CHARM
00319	-0.92296	-4.04202	 4.85240	CHARM
00320	 5.06162	 1.69180	 2.12601	CHARM
00321	-5.44985	-10.33780	14.96068	STRANGE
00322	-0.84479	 2.56009	-6.30405	DOWN
00323	 4.68793	-0.58863	-0.74086	UP
00324	 6.57312	 1.20241	-0.47519	DOWN
00325	-5.50695	-10.59103	14.77599	STRANGE
00326	-5.95933	-4.36362	-4.51975	CHARM
00327	 3.87243	 5.41743	-3.92108	CHARM
00328	-5.56176	-10.67373	14.46570	STRANGE
00329	-0.70686	-3.45674	 0.78474	DOWN
00330	-4.78405	-2.26721	-8.12048	DOWN
00331	-2.03846	 6.80181	 0.62017	UP
00332	-5.65721	-10.47156	14.60956	STRANGE
00333	-5.90285	-10.61490	14.67690	STRANGE
00334	-1.38638	11.65988	 3.92847	DOWN
00335	 2.98915	 0.47835	-0.77635	CHARM
00336	 2.00547	-1.02826	 8.00057	CHARM
00337	-5.70444	-10.66984	14.66326	STRANGE
00338	-1.13622	 4.51956	-2.15881	CHARM
00339	 4.16854	 1.64018	-6.03523	DOWN
00340	 0.27571	-0.32155	 6.13933	DOWN
00341	-5.39948	-11.13126	14.67737	STRANGE
00342	-7.35551	-1.34037	 3.52642	CHARM
00343	-5.90002	 4.99678	-3.33282	DOWN
00344	 0.06300	 4.11383	-7.23712	CHARM
00345	-5.03925	-11.27203	14.70870	STRANGE
00346	-0.25640	 1.03879	 9.28833	UP
00347	 7.25030	 2.74181	-0.90961	UP
00348	 0.34221	-2.27251	-0.36583	DOWN
00349	 3.50429	 2.92884	-3.09679	CHARM
00350	-7.05161	 6.85215	 4.82494	UP
00351	-4.77675	-11.14384	14.63134	STRANGE
00352	-1.22684	 1.97408	-1.49471	UP
00353	 1.03497	 0.34310	-2.61481	DOWN
00354	-13.65398	-6.05123	-0.92817	DOWN
00355	-2.73105	 2.13812	 1.02266	UP
00356	 6.85792	 8.52825	-9.70306	UP
00357	-5.08350	-11.52058	14.32213	STRANGE
00358	-2.17268	-2.12428	-2.53431	UP
00359	-7.68888	-1.60262	-0.04633	CHARM
00360	 3.15747	 2.49998	-2.13699	CHARM
00361	-5.10884	-11.56766	14.79814	STRANGE
00362	-4.90532	-11.40493	14.86647	STRANGE
00363	 8.57283	-3.74793	-6.87295	DOWN
00364	-3.18531	-0.25746	-2.65890	UP
00365	-0.77444	 5.84858	 0.87348	DOWN
00366	-4.54820	-11.27334	14.86572	STRANGE
00367	-4.86999	-11.53640	14.68579	STRANGE
00368	-5.08869	-11.84212	14.64945	STRANGE
00369	-1.07350	-3.15410	-1.09254	DOWN
00370	 0.13662	 8.09343	-2.75277	DOWN
00371	-5.14269	-11.77854	14.75772	STRANGE
00372	 4.80750	 6.00169	 6.39514	UP
00373	-7.15225	-3.64533	-5.08450	CHARM
00374	-1.21352	-5.27446	-4.16892	DOWN
00375	-5.39854	-12.17710	15.10141	STRANGE
00376	-0.59902	 8.95448	-1.01037	UP
00377	-6.71373	-5.37130	-0.65758	DOWN
00378	-1.21886	-3.85470	 3.36289	DOWN
00379	-5.31902	-12.11074	15.25089	STRANGE
00380	 3.54615	-9.53250	 1.94262	CHARM
00381	-6.71026	 2.87168	 3.99225	DOWN
00382	-0.97534	-1.24835	-1.26005	DOWN
00383	-5.48290	-12.46688	14.92125	STRANGE
00384	-5.46091	-12.48577	15.11158	STRANGE
00385	-1.53298	-0.99778	 4.72090	DOWN
00386	 2.31581	-6.57482	 2.43850	DOWN
00387	-7.14114	-1.68212	-0.97965	DOWN
00388	 2.03839	-1.89020	 0.50521	CHARM
00389	 5.05826	-1.29596	 4.10665	DOWN
00390	 7.36129	 8.55332	-8.13215	DOWN
00391	-0.85860	-2.55281	-2.26483	UP
00392	-6.73675	 2.68617	-1.65823	CHARM
00393	 2.74774	 3.23022	 3.16268	DOWN
00394	-4.41897	 3.71615	 0.66873	DOWN
00395	 2.72611	 9.17478	-9.53571	CHARM
00396	 3.41060	 3.39964	-2.52852	DOWN
00397	-8.30849	-0.36503	-2.46280	CHARM
00398	-5.42413	-12.37542	14.77363	STRANGE
00399	 6.61606	-4.29094	 4.53761	UP
00400	-2.92664	-9.58430	 0.29828	UP
00401	-5.10351	-12.49704	15.45017	STRANGE
00402	-0.80054	 1.36022	 3.65513	CHARM
00403	-5.45154	-12.80955	15.57275	STRANGE
00404	-5.56697	11.51503	 5.71631	CHARM
00405	 1.11550	 8.08225	 0.70907	CHARM
00406	-4.05267	-1.81093	-3.98166	UP
00407	-8.57728	-10.02193	-4.78957	CHARM
00408	 1.90266	-3.33275	-6.76505	UP
00409	-1.37915	-0.08219	 1.80510	CHARM
00410	-5.25955	-13.00712	15.72490	STRANGE
00411	 0.59639	-1.13856	-0.38056	UP
00412	-2.23999	-1.68731	 3.25970	UP
00413	-5.38352	-12.89593	16.14256	STRANGE
00414	 2.01418	 0.76117	 7.85676	DOWN
00415	-4.68351	 7.00327	 5.41737	CHARM
00416	-10.29753	-2.45002	-2.97410	CHARM
00417	-5.52541	-12.65271	16.24969	STRANGE
00418	 5.07811	-0.43495	 1.35950	UP
00419	-1.47577	-3.87427	 3.95624	DOWN
00420	-5.67094	-12.47574	16.10662	STRANGE
00421	-2.74210	-7.76900	-0.98628	DOWN
00422	-4.74628	-9.52995	-3.51011	UP
00423	-5.76188	-12.33509	15.90008	STRANGE
00424	 4.43998	 2.40732	-1.95246	UP
00425	-14.30893	 2.42919	-1.40158	UP
00426	-5.84174	-12.44044	16.10467	STRANGE
00427	-5.61442	 3.75685	-2.04521	CHARM
00428	-1.17945	 0.25513	 7.08100	CHARM
00429	-0.98048	 3.67591	-2.43383	CHARM
00430	-2.83796	 9.04835	-3.03108	CHARM
00431	-5.83904	-12.40329	16.07293	STRANGE
00432	 0.24650	 2.63885	-3.37063	UP
00433	10.35402	10.20445	 7.99154	UP
00434	-2.79262	 1.70064	 7.60289	DOWN
00435	-5.47915	-12.41477	15.81230	STRANGE
00436	 2.75181	-1.89058	10.54120	UP
00437	-5.44689	-12.37059	15.22969	STRANGE
00438	-5.64956	-13.25690	14.95253	STRANGE
00439	 0.76871	 4.75577	 8.60381	UP
00440	-8.54830	 3.03696	-1.47389	DOWN
00441	-5.42735	-13.28791	15.02466	STRANGE
00442	-5.06920	 5.37298	-2.36914	DOWN
00443	-5.34867	-12.74598	15.67640	STRANGE
00444	 1.37214	 6.16407	-2.36290	UP
00445	-5.94963	-2.84917	 0.67474	CHARM
00446	-5.32364	-13.01753	15.90498	STRANGE
00447	-3.59751	-1.81397	 4.36555	CHARM
00448	-0.74462	-6.88165	-5.34399	DOWN
00449	 6.80384	 2.57743	-1.96043	CHARM
00450	-5.58256	-13.10267	15.86699	STRANGE
00451	-2.53939	 1.76513	-2.32988	UP
00452	-5.05245	-12.79638	15.72259	STRANGE
00453	 1.32651	 3.92020	 5.21349	UP
00454	-3.54432	 0.11875	-3.89163	UP
00455	-1.32515	 4.45785	 0.25890	UP
00456	-5.02853	-12.25330	15.46461	STRANGE
00457	 1.88048	-9.10678	-10.27094	CHARM
00458	-1.77969	-3.97631	 2.54252	DOWN
00459	-1.69875	-7.00494	-1.33639	CHARM
00460	-5.13090	-12.77755	15.18884	STRANGE
00461	-3.40538	-4.26341	-3.51270	CHARM
00462	 0.45605	-5.34473	 3.31017	UP
00463	-5.05420	-12.86547	15.36644	STRANGE
00464	 8.90793	-4.70499	-7.86899	DOWN
00465	-5.12388	-12.82609	15.06907	STRANGE
00466	-4.73144	-12.91474	15.43273	STRANGE
00467	 1.02390	 7.22776	-9.19653	DOWN
00468	-3.80823	-1.83786	-6.82687	CHARM
00469	-1.42865	-3.32425	-6.34273	CHARM
00470	 0.34290	 4.90786	 0.63823	CHARM
00471	 9.17245	-4.41177	 0.77797	UP
00472	-6.52606	 0.15233	-9.45194	UP
00473	-2.49119	-1.53230	-1.75278	UP
00474	-3.87006	 1.93529	-1.53805	CHARM
00475	-1.74465	 6.38961	-3.92744	CHARM
00476	 8.05599	-2.50826	-0.62023	DOWN
00477	-5.01404	-12.36270	15.13921	STRANGE
00478	 8.20460	-3.42041	 0.86290	DOWN
00479	 1.65332	-4.54589	-1.51831	DOWN
00480	-5.10345	-12.39902	14.69713	STRANGE
00481	 2.32521	 1.69214	10.61368	DOWN
00482	 1.73988	-3.00840	 4.46209	CHARM
00483	 1.85032	 1.65654	-2.44326	UP
00484	-0.35041	-0.00775	 4.13951	CHARM
00485	-5.16234	-12.27774	14.18588	STRANGE
00486	 4.82582	 3.47476	 1.23054	UP
00487	-2.43087	 4.14875	-3.21734	DOWN
00488	 4.39884	 1.65825	-1.35643	CHARM
00489	 3.07809	 2.94826	 2.60784	DOWN
00490	-2.14260	-1.03974	-5.89147	CHARM
00491	 2.86005	 8.15592	-3.74699	CHARM
00492	 6.61200	 1.63409	 1.33480	DOWN
00493	 4.99748	-5.14149	-1.82293	UP
00494	-5.13994	-12.20446	14.55429	STRANGE
00495	 1.97408	-6.57315	 0.41855	DOWN
00496	-5.16545	-11.70666	14.53780	STRANGE
00497	 1.56059	 3.66841	-1.33832	DOWN
00498	-5.30671	-11.42446	14.13323	STRANGE
00499	 6.00240	-1.48366	11.40969	CHARM
00500	-5.25604	-11.45669	13.72744	STRANGE
